Queens Rolling Sales File.  All Sales From February 2016 - January 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 2/13/2017  Co-op Sales Files as of 2/11/2017,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 5/26/2016,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
4,CORONA,44 CONDO PARKING                           ,4,1941,1047, ,RP,102-14 LEWIS AVENUE,OUT2,11368, -   , -   , 1 , -   , -   ,2005,4,RP, $-   ,9/28/2016
4,CORONA,44 CONDO PARKING                           ,4,1941,1051, ,RP,102-14 LEWIS AVENUE,OUT6,11368, -   , -   , 1 , -   , -   ,2005,4,RP, $-   ,7/21/2016
4,CORONA,46 CONDO STORE BUILDINGS                   ,4,1775,1201, ,RK,38-22 108TH   STREET,1A,11368, -   , -   , 1 , -   , -   ,0,4,RK," $2,781,675 ",4/14/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8017,14, ,A1,318 KENMORE ROAD, ,11363, 1 , -   , 1 ," 11,776 "," 3,492 ",1920,1,A1," $2,610,000 ",2/5/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8023,5, ,A1,310 KNOLLWOOD AVENUE, ,11363, 1 , -   , 1 ," 6,000 "," 2,290 ",1930,1,A1," $1,040,000 ",3/23/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8024,8, ,A3,316 RICHMOND ROAD, ,11363, 1 , -   , 1 ," 6,000 "," 2,208 ",1925,1,A3," $1,200,000 ",8/19/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8024,14, ,A3,326 RICHMOND ROAD, ,11363, 1 , -   , 1 ," 6,000 "," 1,776 ",1930,1,A3," $850,000 ",6/23/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8024,43, ,A1,345 WARWICK AVENUE, ,11363, 1 , -   , 1 ," 6,800 "," 1,528 ",1930,1,A1," $1,075,000 ",12/19/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8026,38, ,A3,119 GROSVENOR STREET, ,11363, 1 , -   , 1 ," 6,000 "," 2,880 ",1960,1,A3," $1,600,000 ",10/14/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8027,6, ,A3,8 GROSVENOR STREET, ,11363, 1 , -   , 1 ," 11,000 "," 3,360 ",1920,1,A3," $1,600,000 ",1/12/2017
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    , ,8027,61, , ,7 BEVERLY ROAD, ,0, -   , -   , -   , -   , -   ,0,1,A3," $2,060,000 ",5/19/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8030,47, ,A3,310 SHORE ROAD, ,11363, 1 , -   , 1 ," 14,772 "," 3,920 ",1920,1,A3," $2,650,000 ",12/22/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8030,73, ,A1,15 MANOR ROAD, ,11363, 1 , -   , 1 ," 9,010 "," 3,512 ",1920,1,A1, $-   ,4/18/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8032,1, ,A2,202 WARWICK AVENUE, ,11363, 1 , -   , 1 ," 6,309 "," 2,188 ",1950,1,A2," $300,000 ",12/6/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8036,73, ,A1,339 BEVERLY ROAD, ,11363, 1 , -   , 1 ," 6,000 "," 2,280 ",1920,1,A1," $1,175,000 ",11/8/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8040,64, ,A3,9 ARLEIGH ROAD, ,11363, 1 , -   , 1 ," 8,000 "," 3,500 ",1920,1,A3, $10 ,11/11/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8043,23, ,A1,116 ARLEIGH ROAD, ,11363, 1 , -   , 1 ," 6,000 "," 3,073 ",1990,1,A1, $-   ,10/5/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8045,29, ,A3,130 PARK LANE, ,11363, 1 , -   , 1 ," 12,000 "," 3,168 ",1930,1,A3," $1,650,000 ",9/29/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8047,24, ,A1,248 HOLLYWOOD AVENUE, ,11363, 1 , -   , 1 ," 8,000 "," 4,060 ",1950,1,A1, $-   ,1/12/2017
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8050,16, ,A3,222 ARLEIGH ROAD, ,11363, 1 , -   , 1 ," 13,000 "," 2,430 ",1935,1,A3, $-   ,11/16/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8052,38, ,A1,351 PARK LANE, ,11363, 1 , -   , 1 ," 4,410 "," 2,228 ",1950,1,A1," $1,013,000 ",12/30/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8059,36, ,A1,38-43 REGATTA PLACE, ,11363, 1 , -   , 1 ," 10,346 "," 2,340 ",1930,1,A1, $-   ,5/23/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8062,40, ,A3,119 FOREST ROAD, ,11363, 1 , -   , 1 ," 6,640 "," 1,848 ",1925,1,A3," $1,180,000 ",7/7/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8066,18, ,A3,240 FOREST ROAD, ,11363, 1 , -   , 1 ," 10,240 "," 2,320 ",1925,1,A3, $-   ,5/2/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8067,23, ,A1,26 OAK LANE, ,11363, 1 , -   , 1 ," 4,472 "," 1,344 ",1920,1,A1," $1,060,000 ",9/8/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8067,26, ,A1,30 OAK LANE, ,11363, 1 , -   , 1 ," 3,400 "," 1,159 ",1920,1,A1," $875,000 ",2/17/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8068,31, ,A2,319 38TH ROAD, ,11363, 1 , -   , 1 ," 13,320 "," 1,440 ",1950,1,A2," $1,320,000 ",5/26/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8068,41, ,A2,301 38TH ROAD, ,11363, 1 , -   , 1 ," 6,681 "," 1,900 ",1920,1,A2," $1,065,000 ",7/8/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8071,16, ,A3,37-08 233RD PLACE, ,11363, 1 , -   , 1 ," 6,348 "," 3,032 ",1950,1,A3," $580,000 ",8/8/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8072,19, ,A1,38-44 233RD   STREET, ,11363, 1 , -   , 1 ," 32,100 "," 1,365 ",1920,1,A1, $-   ,8/5/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8072,23, ,A3,38-50 233RD   STREET, ,11363, 1 , -   , 1 ," 49,427 "," 5,863 ",2006,1,A3, $-   ,10/19/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8079,35, ,A1,233-19 39TH ROAD, ,11363, 1 , -   , 1 ," 4,200 "," 2,104 ",1965,1,A1, $-   ,5/3/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8081,227, ,A1,38-61 234TH STREET, ,11363, 1 , -   , 1 ," 5,676 "," 3,224 ",1989,1,A1," $1,186,500 ",10/25/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8082,192, ,A1,39-15 234TH   STREET, ,11363, 1 , -   , 1 ," 8,940 "," 2,680 ",1987,1,A1," $1,500,000 ",4/1/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8082,263, ,A1,39-12 DOUGLASTON PARKWAY, ,11363, 1 , -   , 1 ," 13,483 "," 9,307 ",1901,1,A1, $-   ,12/15/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8093,7, ,A2,38-59 DOUGLASTON PARKWAY, ,11363, 1 , -   , 1 ," 4,730 "," 1,056 ",1965,1,A2, $-   ,5/16/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8096,36, ,A1,15 LITTLE NECK ROAD, ,11363, 1 , -   , 1 ," 6,000 "," 2,552 ",1930,1,A1," $875,000 ",11/28/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8097,61, ,A1,34 LITTLE NECK ROAD, ,11363, 1 , -   , 1 ," 5,000 "," 1,504 ",1930,1,A1," $825,000 ",1/13/2017
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8098,37, ,A3,6 CHERRY STREET, ,11363, 1 , -   , 1 ," 8,500 "," 2,970 ",1925,1,A3," $1,250,000 ",11/4/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8102,32, ,A1,16 WILLOW STREET, ,11363, 1 , -   , 1 ," 4,725 "," 1,489 ",1960,1,A1," $988,000 ",12/14/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8106,9, ,A1,42-17 PROSPECT AVENUE, ,11363, 1 , -   , 1 ," 12,000 "," 2,144 ",1920,1,A1," $1,250,000 ",9/16/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8108,206, ,A1,43-17 HAMILTON PLACE, ,11363, 1 , -   , 1 ," 6,806 "," 2,049 ",1920,1,A1," $900,000 ",6/2/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8167,56, ,A1,46-84 HANFORD STREET, ,11362, 1 , -   , 1 ," 7,380 "," 3,484 ",1988,1,A1," $950,000 ",9/28/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8167,92, ,A1,49-04 HANFORD STREET, ,11362, 1 , -   , 1 ," 6,643 "," 3,008 ",1950,1,A1," $935,000 ",3/24/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8167,136, ,A1,241-05 52ND   AVENUE, ,11362, 1 , -   , 1 ," 7,525 "," 1,650 ",1935,1,A1," $100,000 ",5/4/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8168,40, ,A3,46-54 241ST STREET, ,11362, 1 , -   , 1 ," 7,000 "," 3,414 ",2009,1,A3, $-   ,10/7/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8169,26, ,A1,3 CAROLINA ROAD, ,11362, 1 , -   , 1 ," 6,000 "," 2,981 ",1930,1,A1," $1,505,000 ",8/8/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8171,40, ,A1,240-13 51ST AVENUE, ,11362, 1 , -   , 1 ," 7,320 "," 1,905 ",1930,1,A1," $960,000 ",11/7/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8173,29, ,A1,52-10 241ST STREET, ,11362, 1 , -   , 1 ," 12,075 "," 1,984 ",1930,1,A1, $-   ,12/9/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8174,40, ,A3,52-14 DOUGLASTON PARKWAY, ,11362, 1 , -   , 1 ," 6,000 "," 2,220 ",1960,1,A3," $930,000 ",3/30/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8178,46, ,A3,240-31 ALAMEDA AVENUE, ,11362, 1 , -   , 1 ," 20,572 "," 2,529 ",1930,1,A3," $1,525,000 ",11/22/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8178,60, ,A3,240-17 ALAMEDA AVENUE, ,11362, 1 , -   , 1 ," 7,590 "," 1,918 ",1935,1,A3," $1,100,000 ",1/27/2017
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8179,24, ,A3,242-15 ALAMEDA AVENUE, ,11362, 1 , -   , 1 ," 8,000 "," 4,173 ",2006,1,A3," $1,800,000 ",9/20/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8184,66, ,A3,4724 243RD STREET, ,11362, 1 , -   , 1 ," 10,143 "," 2,520 ",1970,1,A3, $-   ,11/16/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8184,66, ,A3,47-24 243RD STREET, ,11362, 1 , -   , 1 ," 10,143 "," 2,520 ",1970,1,A3, $-   ,11/16/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8184,66, ,A3,47-24 243RD STREET, ,11362, 1 , -   , 1 ," 10,143 "," 2,520 ",1970,1,A3, $-   ,11/16/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8185,71, ,A1,47-38 244TH   STREET, ,11362, 1 , -   , 1 ," 4,000 "," 1,520 ",1930,1,A1, $-   ,9/8/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8186,19, ,A1,242-34 BARROWS CT, ,11362, 1 , -   , 1 ," 4,000 "," 2,036 ",1960,1,A1," $990,000 ",11/2/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8188,67, ,A3,51-17 REDFIELD STREET, ,11362, 1 , -   , 1 ," 6,551 "," 3,493 ",2013,1,A3, $-   ,8/3/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8188,71, ,A3,243-09 52ND AVENUE, ,11362, 1 , -   , 1 ," 6,851 "," 3,333 ",2013,1,A3, $-   ,8/3/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8189,21, ,A3,243-16 52ND   AVENUE, ,11362, 1 , -   , 1 ," 6,600 "," 3,055 ",1960,1,A3, $-   ,8/10/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8191,60, ,A2,52-01 DOUGLASTON PARKWAY, ,11362, 1 , -   , 1 ," 5,650 "," 1,899 ",1960,1,A2," $950,000 ",7/6/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8191,62, ,A2,52-05 DOUGLASTON PARKWAY, ,11362, 1 , -   , 1 ," 5,728 "," 1,899 ",1960,1,A2," $950,000 ",11/1/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8192,103, ,A2,53-01 DOUGLASTON PARKWAY, ,11362, 1 , -   , 1 ," 6,222 "," 1,380 ",1955,1,A2," $900,000 ",6/17/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8196,12, ,A0,46-14 245TH   STREET, ,11362, 1 , -   , 1 ," 6,000 "," 1,426 ",1950,1,A0, $-   ,9/1/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8196,25, ,A1,244-17 RUSHMORE AVE, ,11362, 1 , -   , 1 ," 6,283 "," 2,568 ",1920,1,A1," $980,000 ",5/24/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8197,143, ,A1,245-05 RUSHMORE AVENUE, ,11362, 1 , -   , 1 ," 3,540 "," 1,488 ",2008,1,A1, $-   ,11/7/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8197,145, ,A1,245-05 RUSHMORE AVENUE, ,11362, 1 , -   , 1 ," 6,741 "," 2,964 ",2008,1,A1," $2,520,000 ",11/7/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8198,314, ,A3,47-39 244TH STREET, ,11362, 1 , -   , 1 ," 6,960 "," 3,496 ",1975,1,A3, $-   ,7/19/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8198,340, ,A1,47-42 245TH STREET, ,11362, 1 , -   , 1 ," 3,400 "," 1,533 ",1940,1,A1, $-   ,11/30/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8199,192, ,A2,47-04 OVERBROOK STREET, ,11362, 1 , -   , 1 ," 4,416 "," 1,713 ",1965,1,A2," $899,600 ",9/23/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8199,219, ,A1,49-12 OVERBROOK STREET, ,11362, 1 , -   , 1 ," 3,400 "," 1,645 ",1940,1,A1," $355,000 ",5/13/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8199,223, ,A1,49-18 OVERBROOK STREET, ,11362, 1 , -   , 1 ," 3,700 "," 1,497 ",1940,1,A1," $680,000 ",3/23/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8200,81, ,A1,52-07 244TH STREET, ,11362, 1 , -   , 1 ," 4,800 "," 1,502 ",1925,1,A1, $-   ,4/13/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8203,215, ,A2,244-28 54TH AVENUE, ,11362, 1 , -   , 1 ," 5,500 "," 1,277 ",1950,1,A2," $700,000 ",10/11/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8208,6, ,A1,246-14 CAMBRIA AVENUE, ,11362, 1 , -   , 1 ," 5,200 "," 2,684 ",2013,1,A1," $1,191,352 ",5/23/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8210,1, ,A1,246-06 51ST   AVENUE, ,11362, 1 , -   , 1 ," 4,000 "," 2,440 ",1975,1,A1," $1,260,000 ",3/7/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8210,19, ,A1,51-04 248TH   STREET, ,11362, 1 , -   , 1 ," 5,000 "," 2,320 ",1960,1,A1," $1,284,000 ",8/2/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8211,31, ,A2,246-27 THORNHILL AVENUE, ,11362, 1 , -   , 1 ," 3,880 "," 1,056 ",1950,1,A2," $775,000 ",9/22/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8276,604, ,A2,57-09 246TH   PLACE, ,11362, 1 , -   , 1 ," 4,600 "," 2,222 ",1950,1,A2," $880,000 ",6/2/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8286,95, ,A5,240-27 65TH   AVENUE, ,11362, 1 , -   , 1 ," 2,048 "," 1,120 ",1960,1,A5," $715,000 ",7/22/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8286,113, ,A5,239-53 65TH   AVENUE, ,11362, 1 , -   , 1 ," 1,944 "," 1,008 ",1960,1,A5," $665,000 ",4/22/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8286,121, ,A5,239-37 65TH   AVENUE, ,11362, 1 , -   , 1 ," 2,180 "," 1,120 ",1960,1,A5," $740,000 ",12/12/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8286,125, ,A5,239-29 65TH   AVENUE, ,11362, 1 , -   , 1 ," 2,208 "," 1,120 ",1960,1,A5, $-   ,12/6/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8287,28, ,A5,239-46 65TH AVENUE, ,11362, 1 , -   , 1 ," 2,030 "," 1,520 ",1975,1,A5, $-   ,3/28/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8287,41, ,A5,239-39 66TH   AVENUE, ,11362, 1 , -   , 1 ," 2,030 "," 1,520 ",1975,1,A5," $705,000 ",3/7/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8287,43, ,A5,239-35 66TH AVENUE, ,11362, 1 , -   , 1 ," 2,030 "," 1,520 ",1968,1,A5," $714,000 ",5/10/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8288,13, ,A5,240-24 65TH AVENUE, ,11362, 1 , -   , 1 ," 1,827 "," 1,368 ",1970,1,A5, $-   ,6/22/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8288,18, ,A5,240-34 65TH AVENUE, ,11362, 1 , -   , 1 ," 1,827 "," 1,368 ",1970,1,A5," $721,000 ",4/18/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8288,46, ,A5,240-33 66TH   AVENUE, ,11362, 1 , -   , 1 ," 2,030 "," 1,520 ",1970,1,A5, $-   ,2/12/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8289,27, ,A5,239-58 66TH   AVENUE, ,11362, 1 , -   , 1 ," 1,800 "," 1,368 ",1975,1,A5," $752,500 ",12/9/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8289,86, ,A5,240-33 67TH   AVENUE, ,11362, 1 , -   , 1 ," 2,000 "," 2,280 ",1975,1,A5," $605,000 ",7/19/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8289,97, ,A5,240-07 67TH   AVENUE, ,11362, 1 , -   , 1 ," 1,800 "," 1,881 ",1975,1,A5, $-   ,11/23/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8289,99, ,A5,240-03 67 AVE, ,11362, 1 , -   , 1 ," 2,000 "," 1,520 ",1975,1,A5," $780,000 ",1/23/2017
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8304,12, ,A0,245-54 60TH   AVENUE, ,11362, 1 , -   , 1 ," 4,140 "," 1,046 ",1950,1,A0," $710,000 ",7/19/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8304,70, ,A0,246-16 60TH   AVENUE, ,11362, 1 , -   , 1 ," 4,185 "," 1,188 ",1950,1,A0," $800,000 ",12/15/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8305,73, ,A0,61-16 MARATHON PARKWAY, ,11362, 1 , -   , 1 ," 6,764 "," 1,626 ",1950,1,A0," $357,500 ",3/15/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8306,63, ,A0,245-49 63RD   AVENUE, ,11362, 1 , -   , 1 ," 6,633 "," 1,236 ",1950,1,A0, $-   ,7/22/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8370,10, ,A2,65-39 247TH   STREET, ,11362, 1 , -   , 1 ," 5,600 "," 1,274 ",1960,1,A2," $895,000 ",6/23/2016
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8378,7, ,A3,66-10 247TH   STREET, ,11362, 1 , -   , 1 ," 5,734 "," 1,950 ",1950,1,A3," $650,000 ",12/21/2016
4,DOUGLASTON,02 TWO FAMILY DWELLINGS                    ,1,8168,1, ,B2,46-05 HANFORD STREET, ,11362, 2 , -   , 2 ," 6,300 "," 2,604 ",1930,1,B2," $900,000 ",8/15/2016
4,DOUGLASTON,02 TWO FAMILY DWELLINGS                    ,1,8276,548, ,B1,245-31 60TH   AVENUE, ,11362, 2 , -   , 2 ," 3,060 "," 1,733 ",2004,1,B1," $990,000 ",12/5/2016
4,DOUGLASTON,02 TWO FAMILY DWELLINGS                    ,1,8290,14, ,B2,240-28 67TH   AVENUE, ,11362, 2 , -   , 2 ," 3,400 "," 2,268 ",1965,1,B2," $920,000 ",7/19/2016
4,DOUGLASTON,02 TWO FAMILY DWELLINGS                    ,1,8290,22, ,B2,240-48 67TH AVENUE, ,11362, 2 , -   , 2 ," 2,958 "," 2,268 ",1965,1,B2, $-   ,9/24/2016
4,DOUGLASTON,02 TWO FAMILY DWELLINGS                    ,1,8305,56, ,B3,246-06 61ST   AVENUE, ,11362, 2 , -   , 2 ," 4,000 "," 2,421 ",1950,1,B3," $930,000 ",4/13/2016
4,DOUGLASTON,02 TWO FAMILY DWELLINGS                    ,1,8305,85, ,B1,246-13 63RD   AVENUE, ,11362, 2 , -   , 2 ," 3,630 "," 2,160 ",2004,1,B1," $1,150,000 ",2/2/2016
4,DOUGLASTON,02 TWO FAMILY DWELLINGS                    ,1,8333,32, ,B2,243-16 73RD AVENUE, ,11362, 2 , -   , 2 ," 5,720 "," 3,000 ",1950,1,B2," $1,150,000 ",2/5/2016
4,DOUGLASTON,02 TWO FAMILY DWELLINGS                    ,1,8334,31, ,B2,243-03 73RD AVE, ,11362, 2 , -   , 2 ," 3,069 "," 2,184 ",1965,1,B2, $-   ,7/8/2016
4,DOUGLASTON,02 TWO FAMILY DWELLINGS                    ,1,8334,81, ,B2,244-53 GRAND CENTRAL PARKWA, ,11362, 2 , -   , 2 ," 3,330 "," 2,184 ",1965,1,B2, $-   ,2/6/2016
4,DOUGLASTON,03 THREE FAMILY DWELLINGS                  ,1,8204,44, ,C0,246-50 ALAMEDA AVENUE, ,11362, 3 , -   , 3 ," 2,700 "," 3,146 ",1965,1,C0," $1,150,000 ",9/8/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,1019, ,R3,63-09 DOUGLASTON PARKWAY,19,11362, 1 , -   , 1 , -   , -   ,1950,1,R3," $100,000 ",8/9/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,1021, ,R3,63-11 DOUGLASTON PARKWAY,21,11362, 1 , -   , 1 , -   , -   ,1950,1,R3," $687,000 ",11/18/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,1024, ,R3,63-15 DOUGLASTON PARKWAY,24,11362, 1 , -   , 1 , -   , -   ,1950,1,R3, $-   ,9/20/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,1034, ,R3,63-47 DOUGLASTON PARKWAY,34,11362, 1 , -   , 1 , -   , -   ,0,1,R3," $630,000 ",2/26/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,1045, ,R3,63-59 DOUGLASTON PARKWAY,45,11362, 1 , -   , 1 , -   , -   ,1950,1,R3," $795,000 ",1/13/2017
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,1055, ,R3,63-69 DOUGLASTON PARKWAY,55,11362, 1 , -   , 1 , -   , -   ,1950,1,R3, $-   ,7/8/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,1068, ,R3,63-81A DOUGLASTON PARKWAY,68,11362, 1 , -   , 1 , -   , -   ,1950,1,R3," $660,000 ",6/16/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,3003, ,R3,240-02 70TH AVENUE,1C,11362, 1 , -   , 1 , -   , -   ,0,1,R3," $438,000 ",10/18/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,3018, ,R3,240-12 70TH AVENUE,6C,11362, 1 , -   , 1 , -   , -   ,0,1,R3, $-   ,12/16/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,3021, ,R3,240-14 70TH   AVENUE,7C,11362, 1 , -   , 1 , -   , -   ,0,1,R3, $1 ,8/9/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,3043, ,R3,240-34 70TH   AVENUE,15A,11362, 1 , -   , 1 , -   , -   ,0,1,R3, $-   ,4/6/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,3047, ,R3,240-36 70TH   AVENUE,16B,11362, 1 , -   , 1 , -   , -   ,0,1,R3," $525,000 ",5/19/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,3053, ,R3,240-46 70TH AVENUE,18B,11362, 1 , -   , 1 , -   , -   ,0,1,R3, $-   ,4/1/2016
